time_s,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31
1.0,-0.0013039594,0.0032200497,0.0032038905,0.003994212,0.0037034298,0.0030185713,0.003713885,0.006806667,0.0068723895,0.0009887978,0.0050200108,-0.0007037937,0.0019134113,0.0020473413,-0.00030918367,0.0021747649,0.0031603468,0.0035028106,0.0012706656,0.00035910535,0.0044676466,-0.0010331916,-0.0042655063,0.0023153126,0.0029938552,0.0012572893,-0.00022413569,-0.005498187,0.0008522548,-0.008466275,0.0028930414
1.1,0.0009845053,0.00063441397,0.0010595297,0.002725182,0.0028239002,0.008674059,0.0013215777,0.0025145574,0.0038641244,0.0028932686,0.0032639953,0.0036526504,-0.00037305724,-0.0039273635,-0.0021539077,-0.0033989553,0.0016673678,0.001696907,0.003221656,0.0036900302,0.002244168,0.005014349,-0.0032960046,0.0014265456,0.0012737443,0.000435358,0.0038790703,0.0035217968,-0.0020657477,0.001802279,0.009726774
1.2,-0.00029528784,-0.0010207684,0.0007652737,0.0011490504,0.0014989021,0.0044778474,-0.0004050429,0.00061590754,0.0017416099,-0.0009267306,0.00135865,0.0036957266,-0.0012139399,-0.0033613625,-0.0012079353,0.00040325557,0.00044243207,-0.00018666414,0.0043661282,0.005019287,0.00012422192,0.0005977208,0.002756255,-0.00095082197,0.0019384169,-0.0016241681,-0.002335066,0.0008720724,0.0052721235,-0.0020941226,-0.0013733021
1.3,-0.003359433,0.00012037913,-0.000106403546,0.0014838445,0.0011835704,0.00043318947,-0.0010198635,-0.0012415593,-0.0031837719,-0.0003799902,0.0028371238,0.0035198592,-0.0012470696,0.00015730053,0.00042083574,-0.0001568361,-0.0024210967,-0.0022432858,-0.0002281487,0.0007028243,-0.0010956901,-0.0007123397,0.0046113553,0.00060063665,-9.598441e-05,0.0037145913,0.0040311725,0.003728247,0.005746159,-0.005967419,-0.0017870113
1.4,0.0045064073,-0.00074651017,-0.00069650996,0.0010131994,0.001933778,-0.0013203566,0.0019020763,0.0008614126,0.0025553156,0.002025619,-0.0005833164,0.0028360651,0.0015383488,0.005291103,0.0011857951,0.0010772598,-0.0020386882,0.00078496675,-0.002820605,-0.0010695779,-0.00076218956,0.0011886517,0.00095394545,0.009447147,0.003926484,0.0053791422,0.0030224216,0.002912995,0.0067845904,0.001517815,-0.0031712984
1.5,-0.00029611675,0.00027990295,0.0016824238,-0.00024113533,3.3174427e-05,0.0011467073,0.0014991377,-0.0026552663,0.002039931,0.0016235138,-0.0018723939,0.0045699626,-0.0019126267,-7.022345e-06,0.0013237386,0.002378869,-5.8648824e-05,-0.0003337963,-0.002054712,-0.0017186849,-0.0016099466,-0.0016381077,0.0027575598,0.001798517,0.0028981634,0.0093131745,0.0013617247,0.0041468204,0.0025875366,0.0002776116,-0.003774056
1.6,-0.001428808,-0.0019404846,-0.0012319937,-0.0038896461,-6.6581655e-05,-0.0022947218,-0.0022081442,0.0038978062,-0.0033597422,-0.004782485,-0.0008189944,-0.00031044005,-0.0029335427,-0.0010583142,0.0016166631,-0.0037435603,0.00093664,0.0014400802,0.0038898126,-0.0002664272,0.00013758917,0.0022631912,-0.0001599778,-0.0019065548,-0.0039399453,-0.0034829543,-0.0028768596,-0.0011128276,0.001214831,-0.0071412944,-0.0031622623
1.7,-0.00033507613,-0.0012606677,-0.0025163225,-0.0012786313,-0.002655933,-0.0046699196,-0.0007633557,-0.0039129434,-0.00035823727,0.0006136503,0.0008920868,8.226581e-05,-0.0020799313,-0.0027676467,-0.0028680137,0.0038397473,0.001566565,-0.0011087274,-0.0012550632,0.0020204738,-0.0009921576,0.0061336816,0.0025537235,-0.000515635,0.002497838,0.002218257,-0.0016541568,0.00487928,-0.0055856085,0.0038631058,-0.0022583918
1.8,-0.0015085759,-0.0015596522,0.0008217681,-0.0014639894,-0.0033368818,-0.0022029178,0.00030251234,0.00022233956,-0.0051226276,0.000574828,0.004333421,-0.0003152173,0.0022551697,0.005304492,-0.0032187102,0.00474679,0.002224165,0.0024549083,0.0024343713,0.0045681335,0.0014536262,0.00022254915,0.0040462143,-0.0022310254,0.008835833,-0.00095121074,-0.0045747412,0.00085593935,-0.0008037809,0.0066091763,-0.0013575333
1.9,-0.0011108204,0.00011645239,0.0007602135,0.00032421338,0.0007090015,-0.00027908356,0.0016041354,0.0029631588,-0.0010248038,0.0012992145,0.00019134334,-0.00095844525,0.0024128843,0.0051959734,0.0019015445,0.001673237,0.003109304,0.0027233416,0.0067982427,0.0013308763,-0.0009412428,0.0003184196,-0.002656595,-0.010885925,0.0020130388,-0.00038937395,-0.002582559,0.00062892394,0.0025786855,0.0030932608,0.002779382
2.0,0.005619842,4.5587e-05,-0.0023392837,-0.0017472515,0.0033911248,-0.0028317894,0.0027691235,0.0021514478,0.0023253942,0.008526535,0.0035351713,0.0012843506,0.0056996066,0.006481156,0.009206236,0.006352253,0.0055654068,0.0051996303,-0.00012481942,-0.004097544,0.00097598066,0.00038175896,-0.0020699764,-0.006106011,6.954968e-05,0.0058161262,-0.0074311397,0.0088832965,0.0029997185,-0.0017526428,0.006721934
2.1,0.006056876,0.006180444,-0.00010765128,0.000744894,0.007299887,-0.0024937026,0.003870547,0.004172544,0.005027186,0.009778533,0.005222962,0.011033173,0.008587116,0.0068429476,0.0135467425,0.010152205,0.007039233,0.0087226,0.011742446,0.0031021987,0.0113260755,0.007339055,-0.01062066,0.0005167957,0.0049305162,0.016392643,0.0004136093,0.015334044,0.004627967,-0.005522626,0.014393006
2.2,-0.0034805834,-0.0025625662,-0.0016880386,-0.0037043535,-0.0008022391,-0.0038271917,-0.00088068895,-0.0027451704,0.00065688987,-0.0012080105,-0.00041526373,-0.009081222,-0.0026084364,-0.0004614149,-0.002939191,0.00035703022,4.2612035e-05,-0.001072337,-0.0013438695,0.0013699271,0.0022883567,-0.0034553898,-0.0025658675,-0.0121549675,-0.002309186,-0.0026896615,-0.0004934909,0.003624357,0.0006690627,0.00026610302,-0.0038871837
2.3,-0.00064477447,-0.0007903792,-0.0005159359,-0.003772083,-0.002582367,-0.0018442295,0.00040460753,0.0032117893,-0.0033700815,-0.0026648548,0.0010015008,-0.0031013237,-0.004706763,-0.0022623187,-0.0026121913,-0.00071814423,-0.0003321906,-5.5589084e-05,0.001913309,-0.0007577114,-0.0027021458,0.002199041,-0.0023853153,-0.012427026,-0.002240124,-0.0037200118,0.002209591,-0.0015098607,0.0005879642,-0.0005745506,-0.0026817573
2.4,0.00085238775,-0.0029472027,0.004114178,-0.005776014,-0.0035270816,-0.0038465483,-0.0014900673,-6.900616e-05,-0.0019362709,-0.0035907782,-0.0002757441,-0.010322253,-0.0035088651,-0.0045710783,-0.002656385,0.0010514535,0.00086717785,0.0019778195,-0.0012280778,0.0011357123,-0.0022640913,-3.172035e-05,-0.0009998111,-0.0061427974,0.0006264348,-0.0006600385,-0.0077672033,0.0016484988,0.0016785745,0.00014477971,-0.0015213338
2.5,0.0036042843,0.0018399846,0.0038028697,0.0012832031,-0.00037865405,0.00022064033,0.0008948386,0.0021904246,0.0014403061,0.0030936755,0.0044510732,-0.003744066,0.00037802669,-0.0022110087,-0.0011985948,0.0016429994,0.005898972,0.004761288,0.008524813,0.0017602551,0.0032368365,0.001886398,0.0022787303,-0.000553225,0.011497157,-0.0013168247,-0.0013419178,0.0027077857,0.003324833,0.0011350448,0.005068337
2.6,0.0015807559,-0.0016756137,0.0028458617,-0.0016194341,-0.0009444817,-0.0015904777,2.2857133e-05,0.0020234862,0.00015920184,-0.0015612044,0.004468972,-0.010846698,-0.0018629322,-0.0036620125,-0.0038503963,-9.166874e-05,0.0029893487,-0.0032863882,-0.00013276782,-0.0024451737,-0.0016292738,-0.0039779143,-0.0077211875,-0.010333772,-0.0023880024,-0.0049121645,-0.0019268756,-2.9784136e-05,0.0069239396,0.004076322,-0.0042415387
2.7,0.00044028557,-0.0011596155,0.00028621513,-0.0019603677,-0.001577473,-0.00068165106,-0.0005163535,-0.0007596193,-0.0037648387,-0.0023207814,0.005401199,-0.0069981804,-0.003323688,8.801339e-06,-0.0044249156,-0.0014573159,0.00092280254,-0.0043070633,-0.008076857,-0.0059475983,-0.0030678299,-0.0045423945,-0.0027964,-0.0060853856,-0.0009445295,-0.0011093995,0.0004969478,-0.0047158217,-0.0064464053,-0.007081731,-0.013594291
