time_s,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31
4.4,0.00786865763075184,0.008105452143354341,0.012751276990456972,0.013306553391885245,0.009881551304715686,0.00960890471105813,0.010376538093623822,0.011608313216129318,0.007385100398096256,0.003920356757589616,0.010113636817550287,0.006876434490550309,0.010790954329422675,0.009019787394208834,0.007683808944420889,0.008403981919400394,0.0031714991200715303,0.008226628651755163,0.0015144601638894528,0.010988424910465255,0.005669008069162373,0.010820533061632887,0.013957645023765508,0.011237259313929826,0.010772864188766107,0.0032152637868421152,0.01058750905940542,0.011464472233910783,0.011139179681833866,0.011066953566114535,0.006807442041463219
4.5,0.013494993763742968,0.011353294612490572,0.01264455482669291,0.010536040354054421,0.010411258117528632,0.011264245349593693,0.012079904990969226,0.010022710418979841,0.006111960028647445,0.0038597539605689235,0.008103515239668013,0.008101965267997002,0.010907437099376693,0.010819877497851849,0.013879532780265436,0.009686435732874088,0.002905021574406419,0.009821499952522572,0.0004929555507260375,0.011518741957843304,0.00655941210425226,0.010781268705386537,0.009932424218277447,0.008434171904809773,0.0097835467022378,0.007892335997894406,0.010672162388800643,0.008325929622401418,0.008143628888319654,0.007491524374927394,0.011566008324734867
4.6,0.011333878501318395,0.010696883400669321,0.013481553050951334,0.014708812577737262,0.012318368462729268,0.009970898863684852,0.014371509605553001,0.011497791238070931,0.0065790967346401885,0.00598962142248638,0.010397340302006342,0.004806186116184108,0.008462558689643629,0.010640020555001684,0.010531674124649726,0.01037792426359374,0.005967478537058923,0.008055429061641917,0.0061120941245462745,0.011296863849565852,0.007743830865365453,0.011426324890635442,0.009929443840519525,0.010143603467440698,0.010014037834480405,0.008521581958120805,0.01322283878835151,0.007414664174518748,0.011876310309162363,0.008120979146042373,0.005314747977536172
4.7,0.011998589179711416,0.01155218000349123,0.013905699688621098,0.015185694137471728,0.012212048350193072,0.009696315264591249,0.013155366395949386,0.012670065443671774,0.00879735773196444,0.009788315219338983,0.010938043633359484,0.007386322140519042,0.010734568204497918,0.010982225758198183,0.010920654167421162,0.009002740844152868,0.008772935107117519,0.005058358583482914,0.0030638082535006106,0.010259415212203749,0.008831481318338774,0.009524206834612414,0.01009805052945012,0.0139068320277147,0.00969974251347594,0.007769923031446524,0.013357142815948464,0.011053170237573795,0.011341418427264216,0.008507396341883577,0.002593304161564447
4.8,0.009003485756693408,0.009658451308496296,0.012507314795584534,0.011445592535892501,0.01190158276585862,0.01140760909038363,0.012747715227305889,0.010349507647333667,0.007344748119066935,0.007555778047390049,0.012264157558092847,0.006474996989709325,0.010207946761511266,0.011685366771416739,0.006966467008169275,0.010215903821517713,0.011866713903145865,0.006675492113572545,0.00764479790632322,0.012451540023903362,0.011300410296826158,0.009699310248834081,0.00971121608017711,0.016177172801690176,0.012043173819620279,0.011904696657438762,0.011562164072529413,0.006132180787972175,0.005401562066253973,0.009011428119265474,0.004532064413069747
4.9,0.009480620792601258,0.007989402147359215,0.00955426221480593,0.00821789653855376,0.006596709827135783,0.008968512556748465,0.009490068187005818,0.00987904821158736,0.00843438054289436,0.010961810985463671,0.014667088980786502,0.012435550888767466,0.010011877238866873,0.0036146000638836995,0.011710579856298864,0.011038597003789619,0.015099476222530939,0.008942390923039056,0.011832277305074967,0.011688868908095174,0.015728558610135224,0.008230771018133964,0.01328601996647194,0.014969061376177706,0.011870543621625984,0.020975912775611505,0.012227858424012084,0.007319594769796822,0.007822121660865378,0.010714243094298581,0.00619822290900629
5.0,0.010532255400903523,0.009120742943196092,0.011336933148413664,0.007407586272165645,0.009045998776855413,0.011355499846104067,0.008665765926707536,0.010299841742380522,0.010018165157816838,0.012868876510765404,0.015349651730502956,0.019088263688900042,0.012628178083105013,0.00530385510501219,0.01462803324102424,0.0157113179739099,0.019579078507376835,0.015000889907241799,0.017294387216679752,0.010826225625351071,0.015124972160265315,0.009990642793127336,0.013785730407107621,0.012285228003747761,0.013322333943506237,0.01904926699353382,0.011510561234899797,0.011073421073888312,0.007744784670649096,0.011181335066794418,0.017301763818977633
5.1,0.01413425343343988,0.013562540443672333,0.011097545641405304,0.010038639666163363,0.012456174445105717,0.013449753569148015,0.01086465548723936,0.009608636682969518,0.012734155461657792,0.01489886188210221,0.013054291775915772,0.016568656428717077,0.010905827512033284,0.009995724249165505,0.018603215867187828,0.014755885058548301,0.018019790804828517,0.013952251101727597,0.016020412804209627,0.011590819231059868,0.011109839233540697,0.01206738772452809,0.01192049247038085,0.013306195760378614,0.012543524724151212,0.019357155542820692,0.01300254007219337,0.015446509223693283,0.009178932027680275,0.009472693454881664,0.013457293862302322
5.2,0.014028663863427937,0.012962530163349584,0.012686352611126495,0.009272883676203492,0.012240703599672997,0.011236528735025786,0.013830969983246177,0.010516400761844125,0.012945334674441256,0.01448569746571593,0.01195387085317634,0.01412838257238036,0.012581790651893243,0.012291545863263309,0.014941508852643892,0.01212884031701833,0.014737660931132268,0.01031979476010747,0.015946547500789165,0.01143916990258731,0.010747711221483769,0.00966473962762393,0.009050677617779002,0.007780234591336921,0.012513156470959075,0.013287480323924683,0.008681993203936145,0.012532483196991961,0.009596462214176427,0.011775295424740762,0.011501412081997842
5.3,0.00847935225465335,0.011109884071629494,0.011525462505233008,0.008245731696661096,0.012455205578589812,0.012662674125749618,0.01405041926773265,0.010412897099740803,0.01314553155680187,0.012435670214472339,0.008703525345481467,0.009599591576261446,0.010925988608505577,0.010646517330314964,0.009395207198394928,0.010523404362174915,0.011072899142163806,0.010645787224348169,0.011088605388067663,0.012165154475951567,0.010324324430257548,0.013402055119513534,0.0033754957985365763,0.00625969041720964,0.009925241811288288,0.008841047965688631,0.008557970650144853,0.01122411631513387,0.009892161397146992,0.008870314050000161,0.009963612337742234
5.4,0.005616302842099685,0.005516569362953305,0.009436945301786182,0.008057455779635347,0.009830202070588712,0.011463831542641856,0.008931662050599698,0.009552190986141795,0.010780747252283618,0.006238172645680606,0.007030646738712676,0.0001953050377778709,0.0100805713191221,0.006658177117060404,0.003368760517332703,0.004549200530163944,0.009354094945592806,0.005962054383417126,0.009583334322087467,0.01178510021418333,0.008610631603005459,0.010409499882371165,0.00520461344422074,0.003136108862236142,0.006435181021515746,0.007088030542945489,0.011160890808241675,0.004913325551569869,0.007615308459207881,0.009239103005711513,0.005198235776333604
5.5,0.006259198198677041,0.008000577799975872,0.00975326714979019,0.007496650287066586,0.011919404387299437,0.01067810782842571,0.011161993315909058,0.010688464171835221,0.009114931265230553,0.008446987048955634,0.007555271440651268,0.0044786883518099785,0.010615672013045696,0.011158014895045199,0.0044521052041091025,0.0054588568445979035,0.009241204097634181,0.005290801709634252,0.0001586779035278596,0.011552537835086696,0.009312163092545234,0.00882908223047707,0.007896969800640363,0.005977998835078324,0.008292610800708644,0.00876265301485546,0.009033853966684546,0.003212849901501613,0.008448059743386693,0.01249974528036546,0.0
5.6,0.006700705089315306,0.005627538157568779,0.008713121519576816,0.009185428934870288,0.00727624719729647,0.008902932895580307,0.006792868607590208,0.0092991545170662,0.00783818497438915,0.006764109275536612,0.011065314756706357,0.00688555373926647,0.009726773041620618,0.004762883399962448,0.0050467802793718874,0.006175572962092701,0.009428377234144136,0.007293860689969733,0.00480816795516148,0.01034608023473993,0.010948653464311064,0.009101505443140923,0.008540402368453215,0.007282014094016631,0.010866682405321626,0.012167970853624865,0.007047857225188636,0.006598513082280988,0.00838735225443088,0.015257428221957525,0.0
5.7,0.008730287736398168,0.008557046749047004,0.010539795275690267,0.013769159850198776,0.00973671195879433,0.009432713377464097,0.00877776306879241,0.009433041414013132,0.008669565577292815,0.006008322616253281,0.011514778088894673,0.007113183673936874,0.008747111314733047,0.007590527848151396,0.009912635250657331,0.010850186372408643,0.013254146033432335,0.009729410594445653,0.0060621452576015145,0.01120393986639101,0.010730559893090685,0.00840425036585657,0.010417576122563332,0.0035854531233781017,0.013970445215818472,0.0034299894036848855,0.006671736991847865,0.012678663115366362,0.01333136395260226,0.012043307615385856,0.003987441741628572
5.8,0.006281207342908601,0.008070643125392962,0.011648516083369032,0.012704681066679768,0.0096364424280182,0.010517950322537217,0.00910898597794585,0.010262321011396125,0.010713200208556373,0.005167688359506428,0.00882924628967885,0.00548785479622893,0.008667211195643176,0.0077557668191730045,0.006369273323798552,0.008264611496997532,0.008061061816988513,0.010429720477986848,0.009567003025949816,0.010739933022705372,0.01070113034984388,0.009285162304877304,0.007810766910552047,0.0059144748956896365,0.01306634658249095,0.0008953764336183667,0.006682734219793929,0.00954684157477459,0.01178156893729465,0.014896284192218445,0.006296570718404837
5.9,0.011815662874141708,0.011308054527034983,0.012202273483126191,0.011941696902795229,0.011583457817323506,0.01170356095826719,0.011392022533982527,0.010867382516153157,0.011516298472997732,0.009492497265455313,0.010605226270854473,0.0077175752085167915,0.011223922483623028,0.011855359371111263,0.009506072055955883,0.009958486116374843,0.008338655570696574,0.012861321683885762,0.009919385556713678,0.013326610569492914,0.011181618247064762,0.009985189099097624,0.002164269917557249,0.008512283930031117,0.012100721942260861,0.004077549310750328,0.011889229390362743,0.01165821697213687,0.009612451685825363,0.011320795019855723,0.007808740410837345
6.0,0.012834484587074257,0.010105337423738092,0.012309159283176996,0.011817033519037068,0.010989870206685737,0.012147779852966778,0.012254859248059802,0.010665024892659858,0.011500830660224892,0.007600317912874743,0.0104317919613095,0.0033695354068186134,0.01296841619478073,0.010509590501897037,0.008879254946805304,0.008779997970123077,0.007662545176572166,0.009948785409505945,0.009258936370315496,0.01132265737396665,0.013333539536688477,0.008391048131670686,0.00228942466492299,0.009508724383522349,0.010450790541653987,0.00928626483073458,0.009800876636347766,0.0102356327988673,0.011078919123974629,0.008283625602416578,0.005841459242219571
